brand_raw,price_discounted,price_mrp,page
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",14
"Dijex Mp Mixed Fruit Suspension 120ml

Rs. 42.02

Rs. 44.23","42.02

 44.23","42.02

 44.23",14
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",14
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",14
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",14
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",14
"Brivace Tablets 50mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,309.14

Rs. 1,378.00","1,309.14

 1,378.00","1,309.14

 1,378.00",15
"Sangobion Capsules (1 Strip = 10 Capsules)

Rs. 346.75

Rs. 364.99","346.75

 364.99","346.75

 364.99",15
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",15
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",15
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",15
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",15
"Lamictal Tablets 100mg (1 Strip = 15 Tablets)

Rs. 1,852.35

Rs. 1,949.81","1,852.35

 1,949.81","1,852.35

 1,949.81",15
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",15
"Terbimax Tablets 250mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",15
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",15
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",15
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",15
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",15
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",15
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",15
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",15
"Polybion Forte Syrup 120ml

Rs. 161.50

Rs. 170.00","161.50

 170.00","161.50

 170.00",16
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",16
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",16
"Cova-H Tablets 160mg+12.5mg (1 Box = 28 Tablets)

Rs. 874.44

Rs. 920.40","874.44

 920.40","874.44

 920.40",16
"Healthaid Iro Active Capsules (1 Box = 30 Capsules)

Rs. 1,900.00

Rs. 2,000.00","1,900.00

 2,000.00","1,900.00

 2,000.00",16
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",16
"Cartigen Tablets 500/400mg (1 Box = 4 Strips) (1 Strip = 5 Tablets)

Rs. 1,330.00

Rs. 1,400.00","1,330.00

 1,400.00","1,330.00

 1,400.00",16
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",16
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",16
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",16
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",16
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",16
"Eventone-C Cream 30g

Rs. 1,947.50

Rs. 2,050.00","1,947.50

 2,050.00","1,947.50

 2,050.00",16
"Rosemary Oil 10ml

Rs. 921.50

Rs. 970.00","921.50

 970.00","921.50

 970.00",16
"Hytrin Tablets 5mg (1 Strip = 10 Tablets)

Rs. 845.70

Rs. 890.22","845.70

 890.22","845.70

 890.22",16
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",16
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",16
"Gravibinan Im Injection 5mg/2ml (1 Box = 1 Injection)

Rs. 15.97

Rs. 16.81","15.97

 16.81","15.97

 16.81",16
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",17
"Mixel 30ml Suspension 100mg/5ml

Rs. 304.95

Rs. 321.00","304.95

 321.00","304.95

 321.00",17
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",17
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",17
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",17
"Sangobion Capsules (1 Strip = 10 Capsules)

Rs. 346.75

Rs. 364.99","346.75

 364.99","346.75

 364.99",17
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",17
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",17
"Multical-1000 Sachets (1 Box = 10 Sachets)

Rs. 23.75

Rs. 25.00","23.75

 25.00","23.75

 25.00",17
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",17
"Herbiotics Folic Acid Tablets 400mcg (1 Bottle = 60 Tablets)

Rs. 712.50

Rs. 750.00","712.50

 750.00","712.50

 750.00",17
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",17
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",17
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",17
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",17
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",17
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",17
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",18
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",18
"Covam Plus Tablets 10mg+160mg+25mg (1 Box = 4 Strips) (1 Strip = 7 Tablets)

Rs. 584.36

Rs. 615.00","584.36

 615.00","584.36

 615.00",18
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",18
"Healthaid Iro Active Capsules (1 Box = 30 Capsules)

Rs. 1,900.00

Rs. 2,000.00","1,900.00

 2,000.00","1,900.00

 2,000.00",18
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",18
"Terbimax Tablets 250mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",18
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",18
"Vozdow Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",18
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",18
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",18
"Rifaxa Tablets 200mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 408.50

Rs. 430.00","408.50

 430.00","408.50

 430.00",18
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",18
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",18
"Ivermite Tablets 6mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 428.50

Rs. 451.00","428.50

 451.00","428.50

 451.00",18
"Healthaid Iro Active Capsules (1 Box = 30 Capsules)

Rs. 1,900.00

Rs. 2,000.00","1,900.00

 2,000.00","1,900.00

 2,000.00",18
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",18
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",19
"Flutiaze Nasal Spray 137mcg + 50mcg

Rs. 788.50

Rs. 830.00","788.50

 830.00","788.50

 830.00",19
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",19
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",19
"Lamictal Tablets 100mg (1 Strip = 15 Tablets)

Rs. 1,852.35

Rs. 1,949.81","1,852.35

 1,949.81","1,852.35

 1,949.81",19
"Xcept Tablets 10mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 508.30

Rs. 535.00","508.30

 535.00","508.30

 535.00",19
"Covam Plus Tablets 10mg+160mg+25mg (1 Box = 4 Strips) (1 Strip = 7 Tablets)

Rs. 584.36

Rs. 615.00","584.36

 615.00","584.36

 615.00",19
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",19
"Healthaid Iro Active Capsules (1 Box = 30 Capsules)

Rs. 1,900.00

Rs. 2,000.00","1,900.00

 2,000.00","1,900.00

 2,000.00",19
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",19
"Hytrin Tablets 5mg (1 Strip = 10 Tablets)

Rs. 845.70

Rs. 890.22","845.70

 890.22","845.70

 890.22",19
"Covam Plus Tablets 10mg+160mg+25mg (1 Box = 4 Strips) (1 Strip = 7 Tablets)

Rs. 584.36

Rs. 615.00","584.36

 615.00","584.36

 615.00",19
"Lamictal Tablets 100mg (1 Strip = 15 Tablets)

Rs. 1,852.35

Rs. 1,949.81","1,852.35

 1,949.81","1,852.35

 1,949.81",19
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",19
"Terbimax Tablets 250mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",19
"Terbimax Tablets 250mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",19
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",19
"Eventone-C Cream 30g

Rs. 1,947.50

Rs. 2,050.00","1,947.50

 2,050.00","1,947.50

 2,050.00",20
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",20
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",20
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",20
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",20
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",20
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",20
"Lamictal Tablets 100mg (1 Strip = 15 Tablets)

Rs. 1,852.35

Rs. 1,949.81","1,852.35

 1,949.81","1,852.35

 1,949.81",20
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",20
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",20
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",20
"Fcm Iv Injection 500mg/10ml (1 Box = 1 Injection)

Rs. 2,327.50

Rs. 2,450.00","2,327.50

 2,450.00","2,327.50

 2,450.00",20
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",20
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",20
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",20
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",20
"Myteka Tablets 10mg (1 Strip = 7 Tablets)

Rs. 263.62

Rs. 277.50","263.62

 277.50","263.62

 277.50",21
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",21
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",21
"Risperiget Tablets 2mg (1 Strip = 10 Tablets)

Rs. 315.90

Rs. 332.50","315.90

 332.50","315.90

 332.50",21
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",21
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",21
"Zeegap Capsules 75mg (1 Box = 2 Strips) (1 Strip = 14 Capsules)

Rs. 373.60

Rs. 393.21","373.60

 393.21","373.60

 393.21",21
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",21
"Calamox Ds 90ml Suspension 312.50mg/5ml

Rs. 327.10

Rs. 344.32","327.10

 344.32","327.10

 344.32",21
"Eventone-C Cream 30g

Rs. 1,947.50

Rs. 2,050.00","1,947.50

 2,050.00","1,947.50

 2,050.00",21
"Savesto 200 Tablets 97mg +103mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 605.64

Rs. 637.50","605.64

 637.50","605.64

 637.50",21
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",21
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",21
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",21
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",21
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",21
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",22
"Brivace Tablets 100mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",22
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",22
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",22
"Eventone-C Cream 30g

Rs. 1,947.50

Rs. 2,050.00","1,947.50

 2,050.00","1,947.50

 2,050.00",22
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",22
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",22
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",22
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",22
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",22
"Neurobion Tablets (1 Strip = 10 Tablets)

Rs. 136.10

Rs. 143.23","136.10

 143.23","136.10

 143.23",22
"Descol Tablets 20mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 361.00

Rs. 380.00","361.00

 380.00","361.00

 380.00",22
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",22
"Cadik Tablets (1 Bottle = 30 Tablets)

Rs. 736.26

Rs. 775.00","736.26

 775.00","736.26

 775.00",22
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",23
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",23
"Dermive Urea Lotion 100ml

Rs. 1,004.15

Rs. 1,057.00","1,004.15

 1,057.00","1,004.15

 1,057.00",23
"Myteka Tablets 10mg (1 Strip = 7 Tablets)

Rs. 263.62

Rs. 277.50","263.62

 277.50","263.62

 277.50",23
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",23
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",23
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",23
"Dayline Iv Injection 1g (1 Box = 1 Injection)

Rs. 456.00

Rs. 480.00","456.00

 480.00","456.00

 480.00",23
"Dermive Urea Lotion 100ml

Rs. 1,004.15

Rs. 1,057.00","1,004.15

 1,057.00","1,004.15

 1,057.00",23
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",23
"Lamictal Tablets 100mg (1 Strip = 15 Tablets)

Rs. 1,852.35

Rs. 1,949.81","1,852.35

 1,949.81","1,852.35

 1,949.81",23
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",23
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",23
"Getfil Tablets 50mg (1 Box = 4 Tablets)

Rs. 380.00

Rs. 400.00","380.00

 400.00","380.00

 400.00",23
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",23
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",24
"Sem-O Tablets 3mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,163.75

Rs. 1,225.00","1,163.75

 1,225.00","1,163.75

 1,225.00",24
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",24
"Nogerd Tablets 50mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 284.10

Rs. 299.00","284.10

 299.00","284.10

 299.00",24
"Brufen Duo Tablets 500/150mg (1 Box = 2 Strips) (1 Strip = 14 Tablets)

Rs. 140.14

Rs. 147.50","140.14

 147.50","140.14

 147.50",24
"Brivace Tablets 100mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 171.00

Rs. 180.00","171.00

 180.00","171.00

 180.00",24
"Dermive Urea Lotion 100ml

Rs. 1,004.15

Rs. 1,057.00","1,004.15

 1,057.00","1,004.15

 1,057.00",24
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",24
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",24
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",24
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",24
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",24
"Rs. 2,102.20","2,212.74","503.50

 37.50",24
"Rs. 503.50

Rs. 37.50","503.50

 37.50","503.50

 37.50",24
"Montika Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 484.54

Rs. 510.00","484.54

 510.00","484.54

 510.00",24
"Neurobion Tablets (1 Strip = 10 Tablets)

Rs. 136.10

Rs. 143.23","136.10

 143.23","136.10

 143.23",24
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",25
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",25
"Xarelto Tablets 20mg (1 Box = 14 Tablets)

Rs. 4,867.94

Rs. 5,124.13","4,867.94

 5,124.13","4,867.94

 5,124.13",25
"Vilanto-Uf Dpi Capsule 200mcg+62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 484.50

Rs. 510.00","484.50

 510.00","484.50

 510.00",25
"Paraxyl Cr Tablets 37.5mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 644.90

Rs. 678.84","644.90

 678.84","644.90

 678.84",25
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",25
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",25
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",25
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",25
"Am-Telsan Tablets 5mg/40mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 491.12

Rs. 517.00","491.12

 517.00","491.12

 517.00",25
"Healthaid Osteovit-D Calcium Plus Tablets (1 Box = 30 Tablets)

Rs. 1,681.50

Rs. 1,770.00","1,681.50

 1,770.00","1,681.50

 1,770.00",25
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",25
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",25
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",25
"Iroxide-F Tablets 100mg + 0.35mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 107.70

Rs. 113.33","107.70

 113.33","107.70

 113.33",25
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",25
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",26
"Eventone-C Cream 30g

Rs. 1,947.50

Rs. 2,050.00","1,947.50

 2,050.00","1,947.50

 2,050.00",26
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",26
"Eventone-C Cream 30g

Rs. 1,947.50

Rs. 2,050.00","1,947.50

 2,050.00","1,947.50

 2,050.00",26
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",26
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",26
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",26
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",26
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",26
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",26
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",26
"Gvia-M Tablets 50mg/500mg (1 Strip = 7 Tablets)

Rs. 252.70

Rs. 266.00","252.70

 266.00","252.70

 266.00",26
"Nutrifactor Biotin Plus Tablets 2500mcg (1 Bottle = 30 Tablets)

Rs. 697.32

Rs. 734.02","697.32

 734.02","697.32

 734.02",26
"Dermive Urea Lotion 100ml

Rs. 1,004.15

Rs. 1,057.00","1,004.15

 1,057.00","1,004.15

 1,057.00",26
